Date,gold_price,volatility,tips_yield,inflation,dollar_index
2003-04-11 00:00:00,2043.5,14.1899995803833,2.23,1.92,101.4155
2003-04-14 00:00:00,2043.5,14.1899995803833,2.22,1.98,101.4155
2003-04-15 00:00:00,2043.5,14.1899995803833,2.18,1.98,101.4155
2003-04-16 00:00:00,2043.5,14.1899995803833,2.2,1.94,101.4155
2003-04-17 00:00:00,2043.5,14.1899995803833,2.22,1.94,101.4155
2003-04-18 00:00:00,2043.5,14.1899995803833,2.22,1.94,101.4155
2003-04-21 00:00:00,2043.5,14.1899995803833,2.25,1.93,101.4155
2003-04-22 00:00:00,2043.5,14.1899995803833,2.27,1.97,101.4155
2003-04-23 00:00:00,2043.5,14.1899995803833,2.26,1.98,101.4155
2003-04-24 00:00:00,2043.5,14.1899995803833,2.22,1.96,101.4155
2003-04-25 00:00:00,2043.5,14.1899995803833,2.18,2.0,101.4155
2003-04-28 00:00:00,2043.5,14.1899995803833,2.16,2.04,101.4155
2003-04-29 00:00:00,2043.5,14.1899995803833,2.22,2.01,101.4155
2003-04-30 00:00:00,2043.5,14.1899995803833,2.16,2.01,101.4155
2003-05-01 00:00:00,2043.5,14.1899995803833,2.13,2.2,101.4155
2003-05-02 00:00:00,2043.5,14.1899995803833,2.19,2.16,101.4155
2003-05-05 00:00:00,2043.5,14.1899995803833,2.19,1.96,101.4155
2003-05-06 00:00:00,2043.5,14.1899995803833,2.17,1.92,101.4155
2003-05-07 00:00:00,2043.5,14.1899995803833,2.02,2.02,101.4155
2003-05-08 00:00:00,2043.5,14.1899995803833,2.0,2.06,101.4155
2003-05-09 00:00:00,2043.5,14.1899995803833,2.0,1.98,101.4155
2003-05-12 00:00:00,2043.5,14.1899995803833,1.96,1.99,101.4155
2003-05-13 00:00:00,2043.5,14.1899995803833,1.94,1.99,101.4155
2003-05-14 00:00:00,2043.5,14.1899995803833,1.87,2.0,101.4155
2003-05-15 00:00:00,2043.5,14.1899995803833,1.86,1.95,101.4155
2003-05-16 00:00:00,2043.5,14.1899995803833,1.84,1.93,101.4155
2003-05-19 00:00:00,2043.5,14.1899995803833,1.85,1.88,101.4155
2003-05-20 00:00:00,2043.5,14.1899995803833,1.73,1.95,101.4155
2003-05-21 00:00:00,2043.5,14.1899995803833,1.73,1.98,101.4155
2003-05-22 00:00:00,2043.5,14.1899995803833,1.71,1.96,101.4155
2003-05-23 00:00:00,2043.5,14.1899995803833,1.72,1.93,101.4155
2003-05-26 00:00:00,2043.5,14.1899995803833,1.72,1.93,101.4155
2003-05-27 00:00:00,2043.5,14.1899995803833,1.8,1.97,101.4155
2003-05-28 00:00:00,2043.5,14.1899995803833,1.83,1.99,101.4155
2003-05-29 00:00:00,2043.5,14.1899995803833,1.76,1.93,101.4155
2003-05-30 00:00:00,2043.5,14.1899995803833,1.77,1.94,101.4155
2003-06-02 00:00:00,2043.5,14.1899995803833,1.83,1.91,101.4155
2003-06-03 00:00:00,2043.5,14.1899995803833,1.76,1.91,101.4155
2003-06-04 00:00:00,2043.5,14.1899995803833,1.73,1.89,101.4155
2003-06-05 00:00:00,2043.5,14.1899995803833,1.75,1.87,101.4155
2003-06-06 00:00:00,2043.5,14.1899995803833,1.76,1.89,101.4155
2003-06-09 00:00:00,2043.5,14.1899995803833,1.68,1.9,101.4155
2003-06-10 00:00:00,2043.5,14.1899995803833,1.61,1.87,101.4155
2003-06-11 00:00:00,2043.5,14.1899995803833,1.62,1.82,101.4155
2003-06-12 00:00:00,2043.5,14.1899995803833,1.57,1.9,101.4155
2003-06-13 00:00:00,2043.5,14.1899995803833,1.51,1.87,101.4155
2003-06-16 00:00:00,2043.5,14.1899995803833,1.59,1.83,101.4155
2003-06-17 00:00:00,2043.5,14.1899995803833,1.7,1.79,101.4155
2003-06-18 00:00:00,2043.5,14.1899995803833,1.79,1.8,101.4155
2003-06-19 00:00:00,2043.5,14.1899995803833,1.74,1.83,101.4155
2003-06-20 00:00:00,2043.5,14.1899995803833,1.77,1.87,101.4155
2003-06-23 00:00:00,2043.5,14.1899995803833,1.71,1.86,101.4155
2003-06-24 00:00:00,2043.5,14.1899995803833,1.68,1.85,101.4155
2003-06-25 00:00:00,2043.5,14.1899995803833,1.71,1.89,101.4155
2003-06-26 00:00:00,2043.5,14.1899995803833,1.85,1.93,101.4155
2003-06-27 00:00:00,2043.5,14.1899995803833,1.9,1.88,101.4155
2003-06-30 00:00:00,2043.5,14.1899995803833,1.9,1.83,101.4155
2003-07-01 00:00:00,2043.5,14.1899995803833,1.92,1.83,101.4155
2003-07-02 00:00:00,2043.5,14.1899995803833,1.96,1.77,101.4155
2003-07-03 00:00:00,2043.5,14.1899995803833,2.09,1.72,101.4155
2003-07-04 00:00:00,2043.5,14.1899995803833,2.09,1.72,101.4155
2003-07-07 00:00:00,2043.5,14.1899995803833,2.14,1.76,101.4155
2003-07-08 00:00:00,2043.5,14.1899995803833,2.12,1.85,101.4155
2003-07-09 00:00:00,2043.5,14.1899995803833,2.0,2.0,101.4155
2003-07-10 00:00:00,2043.5,14.1899995803833,1.94,2.07,101.4155
2003-07-11 00:00:00,2043.5,14.1899995803833,1.88,2.14,101.4155
2003-07-14 00:00:00,2043.5,14.1899995803833,1.92,2.17,101.4155
2003-07-15 00:00:00,2043.5,14.1899995803833,2.06,2.23,101.4155
2003-07-16 00:00:00,2043.5,14.1899995803833,2.08,2.22,101.4155
2003-07-17 00:00:00,2043.5,14.1899995803833,2.05,2.29,101.4155
2003-07-18 00:00:00,2043.5,14.1899995803833,2.04,2.27,101.4155
2003-07-21 00:00:00,2043.5,14.1899995803833,2.21,2.33,101.4155
2003-07-22 00:00:00,2043.5,14.1899995803833,2.19,2.37,101.4155
2003-07-23 00:00:00,2043.5,14.1899995803833,2.11,2.35,101.4155
2003-07-24 00:00:00,2043.5,14.1899995803833,2.18,2.37,101.4155
2003-07-25 00:00:00,2043.5,14.1899995803833,2.14,2.4,101.4155
2003-07-28 00:00:00,2043.5,14.1899995803833,2.27,2.36,101.4155
2003-07-29 00:00:00,2043.5,14.1899995803833,2.38,2.38,101.4155
2003-07-30 00:00:00,2043.5,14.1899995803833,2.32,2.31,101.4155
2003-07-31 00:00:00,2043.5,14.1899995803833,2.41,2.41,101.4155
2003-08-01 00:00:00,2043.5,14.1899995803833,2.4,2.33,101.4155
2003-08-04 00:00:00,2043.5,14.1899995803833,2.34,2.3,101.4155
2003-08-05 00:00:00,2043.5,14.1899995803833,2.43,2.33,101.4155
2003-08-06 00:00:00,2043.5,14.1899995803833,2.34,2.24,101.4155
2003-08-07 00:00:00,2043.5,14.1899995803833,2.29,2.24,101.4155
2003-08-08 00:00:00,2043.5,14.1899995803833,2.27,2.26,101.4155
2003-08-11 00:00:00,2043.5,14.1899995803833,2.31,2.32,101.4155
2003-08-12 00:00:00,2043.5,14.1899995803833,2.29,2.35,101.4155
2003-08-13 00:00:00,2043.5,14.1899995803833,2.41,2.46,101.4155
2003-08-14 00:00:00,2043.5,14.1899995803833,2.38,2.45,101.4155
2003-08-15 00:00:00,2043.5,14.1899995803833,2.36,2.46,101.4155
2003-08-18 00:00:00,2043.5,14.1899995803833,2.33,2.44,101.4155
2003-08-19 00:00:00,2043.5,14.1899995803833,2.24,2.41,101.4155
2003-08-20 00:00:00,2043.5,14.1899995803833,2.26,2.44,101.4155
2003-08-21 00:00:00,2043.5,14.1899995803833,2.29,2.42,101.4155
2003-08-22 00:00:00,2043.5,14.1899995803833,2.26,2.39,101.4155
2003-08-25 00:00:00,2043.5,14.1899995803833,2.31,2.41,101.4155
2003-08-26 00:00:00,2043.5,14.1899995803833,2.28,2.41,101.4155
2003-08-27 00:00:00,2043.5,14.1899995803833,2.36,2.35,101.4155
2003-08-28 00:00:00,2043.5,14.1899995803833,2.29,2.28,101.4155
2003-08-29 00:00:00,2043.5,14.1899995803833,2.29,2.33,101.4155
2003-09-01 00:00:00,2043.5,14.1899995803833,2.29,2.33,101.4155
2003-09-02 00:00:00,2043.5,14.1899995803833,2.43,2.36,101.4155
2003-09-03 00:00:00,2043.5,14.1899995803833,2.4,2.37,101.4155
2003-09-04 00:00:00,2043.5,14.1899995803833,2.32,2.39,101.4155
2003-09-05 00:00:00,2043.5,14.1899995803833,2.17,2.39,101.4155
2003-09-08 00:00:00,2043.5,14.1899995803833,2.24,2.4,101.4155
2003-09-09 00:00:00,2043.5,14.1899995803833,2.21,2.38,101.4155
2003-09-10 00:00:00,2043.5,14.1899995803833,2.18,2.3,101.4155
2003-09-11 00:00:00,2043.5,14.1899995803833,2.22,2.34,101.4155
2003-09-12 00:00:00,2043.5,14.1899995803833,2.18,2.3,101.4155
2003-09-15 00:00:00,2043.5,14.1899995803833,2.18,2.33,101.4155
2003-09-16 00:00:00,2043.5,14.1899995803833,2.26,2.26,101.4155
2003-09-17 00:00:00,2043.5,14.1899995803833,2.2,2.23,101.4155
2003-09-18 00:00:00,2043.5,14.1899995803833,2.18,2.23,101.4155
2003-09-19 00:00:00,2043.5,14.1899995803833,2.17,2.19,101.4155
2003-09-22 00:00:00,2043.5,14.1899995803833,2.21,2.26,101.4155
2003-09-23 00:00:00,2043.5,14.1899995803833,2.19,2.26,101.4155
2003-09-24 00:00:00,2043.5,14.1899995803833,2.13,2.2,101.4155
2003-09-25 00:00:00,2043.5,14.1899995803833,2.07,2.19,101.4155
2003-09-26 00:00:00,2043.5,14.1899995803833,1.99,2.19,101.4155
2003-09-29 00:00:00,2043.5,14.1899995803833,2.03,2.21,101.4155
2003-09-30 00:00:00,2043.5,14.1899995803833,1.95,2.16,101.4155
2003-10-01 00:00:00,2043.5,14.1899995803833,1.96,2.16,101.4155
2003-10-02 00:00:00,2043.5,14.1899995803833,2.01,2.21,101.4155
2003-10-03 00:00:00,2043.5,14.1899995803833,2.16,2.21,101.4155
2003-10-06 00:00:00,2043.5,14.1899995803833,2.11,2.25,101.4155
2003-10-07 00:00:00,2043.5,14.1899995803833,2.17,2.29,101.4155
2003-10-08 00:00:00,2043.5,14.1899995803833,2.18,2.29,101.4155
2003-10-09 00:00:00,2043.5,14.1899995803833,2.2,2.32,101.4155
2003-10-10 00:00:00,2043.5,14.1899995803833,2.14,2.33,101.4155
2003-10-13 00:00:00,2043.5,14.1899995803833,2.14,2.33,101.4155
2003-10-14 00:00:00,2043.5,14.1899995803833,2.18,2.38,101.4155
2003-10-15 00:00:00,2043.5,14.1899995803833,2.2,2.44,101.4155
2003-10-16 00:00:00,2043.5,14.1899995803833,2.21,2.44,101.4155
2003-10-17 00:00:00,2043.5,14.1899995803833,2.14,2.47,101.4155
2003-10-20 00:00:00,2043.5,14.1899995803833,2.13,2.5,101.4155
2003-10-21 00:00:00,2043.5,14.1899995803833,2.12,2.48,101.4155
2003-10-22 00:00:00,2043.5,14.1899995803833,2.07,2.47,101.4155
2003-10-23 00:00:00,2043.5,14.1899995803833,2.03,2.61,101.4155
2003-10-24 00:00:00,2043.5,14.1899995803833,1.92,2.65,101.4155
2003-10-27 00:00:00,2043.5,14.1899995803833,1.96,2.66,101.4155
2003-10-28 00:00:00,2043.5,14.1899995803833,1.91,2.64,101.4155
2003-10-29 00:00:00,2043.5,14.1899995803833,1.98,2.63,101.4155
2003-10-30 00:00:00,2043.5,14.1899995803833,1.97,2.73,101.4155
2003-10-31 00:00:00,2043.5,14.1899995803833,1.93,2.74,101.4155
2003-11-03 00:00:00,2043.5,14.1899995803833,1.97,2.79,101.4155
2003-11-04 00:00:00,2043.5,14.1899995803833,1.93,2.74,101.4155
2003-11-05 00:00:00,2043.5,14.1899995803833,2.02,2.71,101.4155
2003-11-06 00:00:00,2043.5,14.1899995803833,2.08,2.72,101.4155
2003-11-07 00:00:00,2043.5,14.1899995803833,2.1,2.71,101.4155
2003-11-10 00:00:00,2043.5,14.1899995803833,2.09,2.71,101.4155
2003-11-11 00:00:00,2043.5,14.1899995803833,2.09,2.71,101.4155
2003-11-12 00:00:00,2043.5,14.1899995803833,2.04,2.71,101.4155
2003-11-13 00:00:00,2043.5,14.1899995803833,1.94,2.67,101.4155
2003-11-14 00:00:00,2043.5,14.1899995803833,1.87,2.68,101.4155
2003-11-17 00:00:00,2043.5,14.1899995803833,1.82,2.7,101.4155
2003-11-18 00:00:00,2043.5,14.1899995803833,1.83,2.68,101.4155
2003-11-19 00:00:00,2043.5,14.1899995803833,1.91,2.66,101.4155
2003-11-20 00:00:00,2043.5,14.1899995803833,1.92,2.57,101.4155
2003-11-21 00:00:00,2043.5,14.1899995803833,1.93,2.52,101.4155
2003-11-24 00:00:00,2043.5,14.1899995803833,1.99,2.5,101.4155
2003-11-25 00:00:00,2043.5,14.1899995803833,1.92,2.55,101.4155
2003-11-26 00:00:00,2043.5,14.1899995803833,1.96,2.57,101.4155
2003-11-27 00:00:00,2043.5,14.1899995803833,1.96,2.57,101.4155
2003-11-28 00:00:00,2043.5,14.1899995803833,2.03,2.6,101.4155
2003-12-01 00:00:00,2043.5,14.1899995803833,2.08,2.6,101.4155
2003-12-02 00:00:00,2043.5,14.1899995803833,2.05,2.61,101.4155
2003-12-03 00:00:00,2043.5,14.1899995803833,2.08,2.6,101.4155
2003-12-04 00:00:00,2043.5,14.1899995803833,2.04,2.61,101.4155
2003-12-05 00:00:00,2043.5,14.1899995803833,1.92,2.59,101.4155
2003-12-08 00:00:00,2043.5,14.1899995803833,1.96,2.6,101.4155
2003-12-09 00:00:00,2043.5,14.1899995803833,2.0,2.55,101.4155
2003-12-10 00:00:00,2043.5,14.1899995803833,1.97,2.57,101.4155
2003-12-11 00:00:00,2043.5,14.1899995803833,1.9,2.63,101.4155
2003-12-12 00:00:00,2043.5,14.1899995803833,1.91,2.6,101.4155
2003-12-15 00:00:00,2043.5,14.1899995803833,1.98,2.52,101.4155
2003-12-16 00:00:00,2043.5,14.1899995803833,1.99,2.48,101.4155
2003-12-17 00:00:00,2043.5,14.1899995803833,1.96,2.46,101.4155
2003-12-18 00:00:00,2043.5,14.1899995803833,1.94,2.47,101.4155
2003-12-19 00:00:00,2043.5,14.1899995803833,1.95,2.42,101.4155
2003-12-22 00:00:00,2043.5,14.1899995803833,1.98,2.42,101.4155
2003-12-23 00:00:00,2043.5,14.1899995803833,2.03,2.46,101.4155
2003-12-24 00:00:00,2043.5,14.1899995803833,1.96,2.47,101.4155
2003-12-25 00:00:00,2043.5,14.1899995803833,1.96,2.47,101.4155
2003-12-26 00:00:00,2043.5,14.1899995803833,1.94,2.45,101.4155
2003-12-29 00:00:00,2043.5,14.1899995803833,1.99,2.48,101.4155
2003-12-30 00:00:00,2043.5,14.1899995803833,2.01,2.53,101.4155
2003-12-31 00:00:00,2043.5,14.1899995803833,2.0,2.51,101.4155
2004-01-01 00:00:00,2043.5,14.1899995803833,2.0,2.51,101.4155
2004-01-02 00:00:00,2043.5,14.1899995803833,2.06,2.56,101.4155
2004-01-05 00:00:00,2043.5,14.1899995803833,2.06,2.61,101.4155
2004-01-06 00:00:00,2043.5,14.1899995803833,1.97,2.59,101.4155
2004-01-07 00:00:00,2043.5,14.1899995803833,1.94,2.61,101.4155
2004-01-08 00:00:00,2043.5,14.1899995803833,1.99,2.57,101.4155
2004-01-09 00:00:00,2043.5,14.1899995803833,1.89,2.51,101.4155
2004-01-12 00:00:00,2043.5,14.1899995803833,1.89,2.51,101.4155
2004-01-13 00:00:00,2043.5,14.1899995803833,1.83,2.49,101.4155
2004-01-14 00:00:00,2043.5,14.1899995803833,1.85,2.41,101.4155
2004-01-15 00:00:00,2043.5,14.1899995803833,1.82,2.38,101.4155
2004-01-16 00:00:00,2043.5,14.1899995803833,1.83,2.41,101.4155
2004-01-19 00:00:00,2043.5,14.1899995803833,1.83,2.41,101.4155
2004-01-20 00:00:00,2043.5,14.1899995803833,1.84,2.44,101.4155
2004-01-21 00:00:00,2043.5,14.1899995803833,1.79,2.46,101.4155
2004-01-22 00:00:00,2043.5,14.1899995803833,1.76,2.44,101.4155
2004-01-23 00:00:00,2043.5,14.1899995803833,1.82,2.49,101.4155
2004-01-26 00:00:00,2043.5,14.1899995803833,1.89,2.48,101.4155
2004-01-27 00:00:00,2043.5,14.1899995803833,1.84,2.45,101.4155
2004-01-28 00:00:00,2043.5,14.1899995803833,1.92,2.47,101.4155
2004-01-29 00:00:00,2043.5,14.1899995803833,1.91,2.47,101.4155
2004-01-30 00:00:00,2043.5,14.1899995803833,1.85,2.46,101.4155
2004-02-02 00:00:00,2043.5,14.1899995803833,1.84,2.46,101.4155
2004-02-03 00:00:00,2043.5,14.1899995803833,1.81,2.45,101.4155
2004-02-04 00:00:00,2043.5,14.1899995803833,1.82,2.46,101.4155
2004-02-05 00:00:00,2043.5,14.1899995803833,1.85,2.48,101.4155
2004-02-06 00:00:00,2043.5,14.1899995803833,1.79,2.49,101.4155
2004-02-09 00:00:00,2043.5,14.1899995803833,1.76,2.5,101.4155
2004-02-10 00:00:00,2043.5,14.1899995803833,1.79,2.51,101.4155
2004-02-11 00:00:00,2043.5,14.1899995803833,1.75,2.45,101.4155
2004-02-12 00:00:00,2043.5,14.1899995803833,1.77,2.49,101.4155
2004-02-13 00:00:00,2043.5,14.1899995803833,1.74,2.46,101.4155
2004-02-16 00:00:00,2043.5,14.1899995803833,1.74,2.46,101.4155
2004-02-17 00:00:00,2043.5,14.1899995803833,1.75,2.42,101.4155
2004-02-18 00:00:00,2043.5,14.1899995803833,1.75,2.41,101.4155
2004-02-19 00:00:00,2043.5,14.1899995803833,1.76,2.38,101.4155
2004-02-20 00:00:00,2043.5,14.1899995803833,1.79,2.38,101.4155
2004-02-23 00:00:00,2043.5,14.1899995803833,1.76,2.35,101.4155
2004-02-24 00:00:00,2043.5,14.1899995803833,1.74,2.37,101.4155
2004-02-25 00:00:00,2043.5,14.1899995803833,1.71,2.38,101.4155
2004-02-26 00:00:00,2043.5,14.1899995803833,1.69,2.43,101.4155
2004-02-27 00:00:00,2043.5,14.1899995803833,1.61,2.38,101.4155
2004-03-01 00:00:00,2043.5,14.1899995803833,1.55,2.5,101.4155
2004-03-02 00:00:00,2043.5,14.1899995803833,1.58,2.52,101.4155
2004-03-03 00:00:00,2043.5,14.1899995803833,1.59,2.54,101.4155
2004-03-04 00:00:00,2043.5,14.1899995803833,1.6,2.53,101.4155
2004-03-05 00:00:00,2043.5,14.1899995803833,1.46,2.5,101.4155
2004-03-08 00:00:00,2043.5,14.1899995803833,1.43,2.45,101.4155
2004-03-09 00:00:00,2043.5,14.1899995803833,1.4,2.46,101.4155
2004-03-10 00:00:00,2043.5,14.1899995803833,1.45,2.4,101.4155
2004-03-11 00:00:00,2043.5,14.1899995803833,1.5,2.33,101.4155
2004-03-12 00:00:00,2043.5,14.1899995803833,1.52,2.38,101.4155
2004-03-15 00:00:00,2043.5,14.1899995803833,1.47,2.42,101.4155
2004-03-16 00:00:00,2043.5,14.1899995803833,1.4,2.4,101.4155
2004-03-17 00:00:00,2043.5,14.1899995803833,1.36,2.43,101.4155
2004-03-18 00:00:00,2043.5,14.1899995803833,1.37,2.46,101.4155
2004-03-19 00:00:00,2043.5,14.1899995803833,1.44,2.45,101.4155
2004-03-22 00:00:00,2043.5,14.1899995803833,1.42,2.4,101.4155
2004-03-23 00:00:00,2043.5,14.1899995803833,1.41,2.4,101.4155
2004-03-24 00:00:00,2043.5,14.1899995803833,1.38,2.43,101.4155
2004-03-25 00:00:00,2043.5,14.1899995803833,1.4,2.44,101.4155
2004-03-26 00:00:00,2043.5,14.1899995803833,1.47,2.46,101.4155
2004-03-29 00:00:00,2043.5,14.1899995803833,1.5,2.51,101.4155
2004-03-30 00:00:00,2043.5,14.1899995803833,1.52,2.49,101.4155
2004-03-31 00:00:00,2043.5,14.1899995803833,1.48,2.47,101.4155
2004-04-01 00:00:00,2043.5,14.1899995803833,1.48,2.52,101.4155
2004-04-02 00:00:00,2043.5,14.1899995803833,1.69,2.54,101.4155
2004-04-05 00:00:00,2043.5,14.1899995803833,1.75,2.58,101.4155
2004-04-06 00:00:00,2043.5,14.1899995803833,1.73,2.55,101.4155
2004-04-07 00:00:00,2043.5,14.1899995803833,1.82,2.46,101.4155
2004-04-08 00:00:00,2043.5,14.1899995803833,1.8,2.48,101.4155
2004-04-09 00:00:00,2043.5,14.1899995803833,1.8,2.48,101.4155
2004-04-12 00:00:00,2043.5,14.1899995803833,1.81,2.53,101.4155
2004-04-13 00:00:00,2043.5,14.1899995803833,1.88,2.55,101.4155
2004-04-14 00:00:00,2043.5,14.1899995803833,1.91,2.55,101.4155
2004-04-15 00:00:00,2043.5,14.1899995803833,1.93,2.56,101.4155
2004-04-16 00:00:00,2043.5,14.1899995803833,1.87,2.56,101.4155
2004-04-19 00:00:00,2043.5,14.1899995803833,1.87,2.58,101.4155
2004-04-20 00:00:00,2043.5,14.1899995803833,1.97,2.54,101.4155
2004-04-21 00:00:00,2043.5,14.1899995803833,1.96,2.53,101.4155
2004-04-22 00:00:00,2043.5,14.1899995803833,1.98,2.48,101.4155
2004-04-23 00:00:00,2043.5,14.1899995803833,2.12,2.43,101.4155
2004-04-26 00:00:00,2043.5,14.1899995803833,2.03,2.49,101.4155
2004-04-27 00:00:00,2043.5,14.1899995803833,2.0,2.48,101.4155
2004-04-28 00:00:00,2043.5,14.1899995803833,2.1,2.46,101.4155
2004-04-29 00:00:00,2043.5,14.1899995803833,2.15,2.46,101.4155
2004-04-30 00:00:00,2043.5,14.1899995803833,2.11,2.5,101.4155
2004-05-03 00:00:00,2043.5,14.1899995803833,2.09,2.53,101.4155
2004-05-04 00:00:00,2043.5,14.1899995803833,2.1,2.52,101.4155
2004-05-05 00:00:00,2043.5,14.1899995803833,2.1,2.6,101.4155
2004-05-06 00:00:00,2043.5,14.1899995803833,2.15,2.58,101.4155
2004-05-07 00:00:00,2043.5,14.1899995803833,2.24,2.64,101.4155
2004-05-10 00:00:00,2043.5,14.1899995803833,2.25,2.7,101.4155
2004-05-11 00:00:00,2043.5,14.1899995803833,2.21,2.71,101.4155
2004-05-12 00:00:00,2043.5,14.1899995803833,2.17,2.78,101.4155
2004-05-13 00:00:00,2043.5,14.1899995803833,2.18,2.76,101.4155
2004-05-14 00:00:00,2043.5,14.1899995803833,2.16,2.75,101.4155
